id,docid,type,eid1,eid2,entity1,entity2,is_correct,category,expectation
1477742,overlappingpdfs.138573.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138573.pdf.task_3577_0_0,ROCK_DOC_overlappingpdfs.138573.pdf.task_3577_25_25,neohipparion,california sand,,1,0.996
1537081,overlappingpdfs.136991.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.136991.pdf.task_298_30_30,ROCK_DOC_overlappingpdfs.136991.pdf.task_298_10_11,hirnantia,kildare limestone formation,,1,1
1494284,overlappingpdfs.132401.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132401.pdf.task_579_11_12,ROCK_DOC_overlappingpdfs.132401.pdf.task_579_15_16,metriorhynchus durobrivensis,oxford clay,,1,0.998
1484316,overlappingpdfs.133097.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.133097.pdf.task_1611_4_4,ROCK_DOC_overlappingpdfs.133097.pdf.task_1611_10_11,mammalia,kuldana formation,,1,0.996
1480346,overlappingpdfs.132444.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132444.pdf.task_76_54_54,ROCK_DOC_overlappingpdfs.132444.pdf.task_76_96_96,capulus,warak formation,,1,0.939
1513101,overlappingpdfs.132522.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132522.pdf.task_324_0_0,ROCK_DOC_overlappingpdfs.132522.pdf.task_324_4_5,holtedahlina,whitewater formation,f,1,0.996
1484682,overlappingpdfs.133475.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.133475.pdf.task_49_9_9,ROCK_DOC_overlappingpdfs.133475.pdf.task_49_20_20,boreopterus,yixian formation,,1,1
1478272,overlappingpdfs.132333.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132333.pdf.task_1649_10_10,ROCK_DOC_overlappingpdfs.132333.pdf.task_1649_16_18,gastropoda,st cassian formation,,1,0.996
1489763,overlappingpdfs.132303.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132303.pdf.task_471_1_1,ROCK_DOC_overlappingpdfs.132303.pdf.task_471_4_5,teleostei,agua nueva formation,,1,0.997
1500631,overlappingpdfs.138407.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138407.pdf.task_2128_5_6,ROCK_DOC_overlappingpdfs.138407.pdf.task_2128_11_13,microsyops,golden valley formation,,1,0.999
1461869,overlappingpdfs.136806.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.136806.pdf.task_403_0_0,ROCK_DOC_overlappingpdfs.136806.pdf.task_403_5_6,leiorhynchus,triangle formation,f,1,0.996
1478740,overlappingpdfs.138573.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138573.pdf.task_5719_0_1,ROCK_DOC_overlappingpdfs.138573.pdf.task_5719_12_14,cormohipparion occidentale,ash hollow formation,,1,1
1513217,overlappingpdfs.132412.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132412.pdf.task_117_15_15,ROCK_DOC_overlappingpdfs.132412.pdf.task_117_12_12,argentina,sepulturas formation,,1,0.996
1452221,overlappingpdfs.138578.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138578.pdf.task_4855_8_9,ROCK_DOC_overlappingpdfs.138578.pdf.task_4855_12_12,grammysia alveata,hamilton group,,1,0.996
1484524,overlappingpdfs.138755.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138755.pdf.task_1115_5_6,ROCK_DOC_overlappingpdfs.138755.pdf.task_1115_10_11,ostrea pulaskensis,hornerstown formation,f,1,0.996
1495329,overlappingpdfs.135922.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.135922.pdf.task_655_6_6,ROCK_DOC_overlappingpdfs.135922.pdf.task_655_9_9,bryozoa,pogonip group,,1,0.999
1531952,overlappingpdfs.136763.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.136763.pdf.task_325_14_14,ROCK_DOC_overlappingpdfs.136763.pdf.task_325_20_21,labechia,crown point formation,f,1,0.938
1481170,overlappingpdfs.132444.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132444.pdf.task_76_45_46,ROCK_DOC_overlappingpdfs.132444.pdf.task_76_96_97,seraphs,warak formation,,1,0.937
1506047,overlappingpdfs.132301.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132301.pdf.task_1047_3_3,ROCK_DOC_overlappingpdfs.132301.pdf.task_1047_0_0,cuyana,potrerillos formation,,1,0.999
1486877,overlappingpdfs.132666.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132666.pdf.task_246_12_12,ROCK_DOC_overlappingpdfs.132666.pdf.task_246_17_19,placerias,bluewater creek formation,,1,0.996
1483729,overlappingpdfs.138755.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138755.pdf.task_1884_1_1,ROCK_DOC_overlappingpdfs.138755.pdf.task_1884_20_21,sphenodiscus,hornerstown formation,t,1,0.996
1466922,overlappingpdfs.130827.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.130827.pdf.task_428_5_5,ROCK_DOC_overlappingpdfs.130827.pdf.task_428_8_8,pterotheca,deerhope formation,,1,0.996
1476183,overlappingpdfs.1376.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.1376.pdf.task_74_31_31,ROCK_DOC_overlappingpdfs.1376.pdf.task_74_6_6,argyrosaurus,chubut group,t,1,1
1500906,overlappingpdfs.133020.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.133020.pdf.task_108_1_1,ROCK_DOC_overlappingpdfs.133020.pdf.task_108_18_18,cryptospirifer,maokou formation,,1,1
1472568,overlappingpdfs.132397.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132397.pdf.task_33_87_88,ROCK_DOC_overlappingpdfs.132397.pdf.task_33_2_2,sphagesaurus huenei,bauru group,t,1,0.996
1465030,overlappingpdfs.138745.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138745.pdf.task_289_6_6,ROCK_DOC_overlappingpdfs.138745.pdf.task_289_24_25,zalambdalestes,djadokhta formation,,1,1
1477575,overlappingpdfs.138573.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138573.pdf.task_5740_5_6,ROCK_DOC_overlappingpdfs.138573.pdf.task_5740_17_18,cormohipparion occidentale,ash hollow formation,t,1,1
1461052,overlappingpdfs.135551.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.135551.pdf.task_355_8_8,ROCK_DOC_overlappingpdfs.135551.pdf.task_355_13_14,siphonia,quadersandstein member,t,1,0.996
1483062,overlappingpdfs.138755.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138755.pdf.task_1481_0_0,ROCK_DOC_overlappingpdfs.138755.pdf.task_1481_6_7,ammonites,grey chalk,,1,0.996
1459105,overlappingpdfs.132858.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132858.pdf.task_931_11_11,ROCK_DOC_overlappingpdfs.132858.pdf.task_931_14_17,casineria,cheese bay shrimp bed formation,,1,0.996
1500264,overlappingpdfs.138393.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138393.pdf.task_857_0_0,ROCK_DOC_overlappingpdfs.138393.pdf.task_857_3_3,dictyopyge,newark group,,1,0.999
1508683,overlappingpdfs.132923.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132923.pdf.task_752_8_9,ROCK_DOC_overlappingpdfs.132923.pdf.task_752_13_14,plesiosaurus australis,oolitic formation,f,1,1
1458033,overlappingpdfs.138449.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138449.pdf.task_3392_43_43,ROCK_DOC_overlappingpdfs.138449.pdf.task_3392_37_37,alberta,foremost formation,,1,0.996
1506082,overlappingpdfs.138538.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138538.pdf.task_319_6_6,ROCK_DOC_overlappingpdfs.138538.pdf.task_319_3_3,padilla,icla formation,,1,0.999
1528139,overlappingpdfs.132658.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132658.pdf.task_225_14_14,ROCK_DOC_overlappingpdfs.132658.pdf.task_225_10_11,india,iurassic kota formation,,1,0.995
1470011,overlappingpdfs.132939.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132939.pdf.task_271_12_12,ROCK_DOC_overlappingpdfs.132939.pdf.task_271_15_15,spondylolestes,beaufort group,,1,0.996
1472804,overlappingpdfs.138438.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138438.pdf.task_2708_5_5,ROCK_DOC_overlappingpdfs.138438.pdf.task_2708_21_23,chaenohyus,john day formation,,1,0.996
1522532,overlappingpdfs.131841.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.131841.pdf.task_370_13_13,ROCK_DOC_overlappingpdfs.131841.pdf.task_370_16_17,sphaerocodium,crown point formation,f,1,0.996
1472457,overlappingpdfs.132397.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132397.pdf.task_812_4_4,ROCK_DOC_overlappingpdfs.132397.pdf.task_812_7_7,teleorhinus,benton shales,f,1,0.996
1525418,overlappingpdfs.132899.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132899.pdf.task_310_11_11,ROCK_DOC_overlappingpdfs.132899.pdf.task_310_7_7,china,kaili formation,,1,0.996
1458435,overlappingpdfs.138449.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138449.pdf.task_2744_7_7,ROCK_DOC_overlappingpdfs.138449.pdf.task_2744_4_4,montana,river formation,,1,0.996
1467351,overlappingpdfs.132227.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132227.pdf.task_709_4_5,ROCK_DOC_overlappingpdfs.132227.pdf.task_709_13_13,apatosaurus ajax,morrison formation,t,1,1
1451394,overlappingpdfs.138365.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138365.pdf.task_2410_13_14,ROCK_DOC_overlappingpdfs.138365.pdf.task_2410_21_21,cynodesmus cooki,sharps formation,,1,0.996
1512081,overlappingpdfs.133034.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.133034.pdf.task_197_3_6,ROCK_DOC_overlappingpdfs.133034.pdf.task_197_9_10,priohybodus arambourgi,tacuarembo formation,,1,0.991
1532318,overlappingpdfs.13.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.13.pdf.task_614_6_6,ROCK_DOC_overlappingpdfs.13.pdf.task_614_12_14,ornithischia,judith river formation,f,1,0.996
1483189,overlappingpdfs.133475.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.133475.pdf.task_216_9_9,ROCK_DOC_overlappingpdfs.133475.pdf.task_216_18_19,laurasia,jiufotang formation,,1,0.929
1498389,overlappingpdfs.139836.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.139836.pdf.task_341_7_7,ROCK_DOC_overlappingpdfs.139836.pdf.task_341_10_12,ceratopsia,belly river formation,,1,0.999
1525289,overlappingpdfs.132745.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132745.pdf.task_496_8_8,ROCK_DOC_overlappingpdfs.132745.pdf.task_496_4_4,arabia,khuff formation,,1,0.996
1453772,overlappingpdfs.131549.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.131549.pdf.task_616_15_15,ROCK_DOC_overlappingpdfs.131549.pdf.task_616_41_42,solenopora,steinvika limestone formation,,1,1
1530694,overlappingpdfs.132960.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132960.pdf.task_403_30_30,ROCK_DOC_overlappingpdfs.132960.pdf.task_403_14_15,torvosaurus,morrison formation,,1,1
1469927,overlappingpdfs.132180.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132180.pdf.task_516_7_7,ROCK_DOC_overlappingpdfs.132180.pdf.task_516_11_13,plesiosauroidea,iurassic posidonia shale,,1,0.995
1513113,overlappingpdfs.132283.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132283.pdf.task_1331_6_6,ROCK_DOC_overlappingpdfs.132283.pdf.task_1331_3_3,georgina,gowers formation,,1,0.996
1466845,overlappingpdfs.1341.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.1341.pdf.task_634_5_5,ROCK_DOC_overlappingpdfs.1341.pdf.task_634_9_9,cetacea,almejas formation,f,1,0.998
1515672,overlappingpdfs.132707.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132707.pdf.task_753_0_1,ROCK_DOC_overlappingpdfs.132707.pdf.task_753_12_13,kutorgina reticulata,ella island formation,,1,0.996
1477169,overlappingpdfs.138573.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138573.pdf.task_3534_6_7,ROCK_DOC_overlappingpdfs.138573.pdf.task_3534_9_9,neohipparion trampasense,love formation,,1,0.996
1469897,overlappingpdfs.132896.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132896.pdf.task_130_21_21,ROCK_DOC_overlappingpdfs.132896.pdf.task_130_15_15,stokesosaurus,morrison formation,,1,1
1481423,overlappingpdfs.132444.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132444.pdf.task_480_8_9,ROCK_DOC_overlappingpdfs.132444.pdf.task_480_12_13,hippopus hippopus,togpochau limestone formation,f,1,0.996
1510701,overlappingpdfs.135749.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.135749.pdf.task_428_5_5,ROCK_DOC_overlappingpdfs.135749.pdf.task_428_8_8,pterotheca,deerhope formation,f,1,1
1474336,overlappingpdfs.138426.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138426.pdf.task_104_8_8,ROCK_DOC_overlappingpdfs.138426.pdf.task_104_11_12,syndyoceras,harrison formation,,1,0.997
1465140,overlappingpdfs.132215.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132215.pdf.task_11_7_7,ROCK_DOC_overlappingpdfs.132215.pdf.task_11_11_12,peloneustes,peterborough member,,1,0.996
1510417,overlappingpdfs.130492.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.130492.pdf.task_69_0_1,ROCK_DOC_overlappingpdfs.130492.pdf.task_69_5_7,champsosaurus albertensis,horseshoe canyon formation,,1,1
1525449,overlappingpdfs.132657.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132657.pdf.task_17_34_34,ROCK_DOC_overlappingpdfs.132657.pdf.task_17_44_45,mesolyda,uda formation,,1,0.996
1474637,overlappingpdfs.138426.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138426.pdf.task_3358_33_33,ROCK_DOC_overlappingpdfs.138426.pdf.task_3358_40_40,syndyoceras,harrison formation,,1,0.996
1472752,overlappingpdfs.132353.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132353.pdf.task_504_9_9,ROCK_DOC_overlappingpdfs.132353.pdf.task_504_13_14,sauropoda,morrison formation,t,1,0.997
1509635,overlappingpdfs.132527.pdf.task,FORMATION,ROCK_DOC_overlappingpdfs.132527.pdf.task_1512_9_9,TIME_DOC_overlappingpdfs.132527.pdf.task_1512_6_6,karoo supergroup,Balfour|227.50000|201.60000,f,1,1
1480047,overlappingpdfs.138622.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138622.pdf.task_981_34_34,ROCK_DOC_overlappingpdfs.138622.pdf.task_981_30_30,montana,renova formation,,1,0.996
1493476,overlappingpdfs.130178.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.130178.pdf.task_467_17_17,ROCK_DOC_overlappingpdfs.130178.pdf.task_467_22_23,thalassemydidae,vaca muerta formation,,1,0.998
1468831,overlappingpdfs.132510.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132510.pdf.task_19_21_22,ROCK_DOC_overlappingpdfs.132510.pdf.task_19_28_28,palaeopsittacus georgei,london clay,,1,0.996
1514873,overlappingpdfs.132282.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132282.pdf.task_646_0_0,ROCK_DOC_overlappingpdfs.132282.pdf.task_646_9_9,yangtzeella,tonggao formation,,1,1
1477586,overlappingpdfs.132759.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132759.pdf.task_659_24_24,ROCK_DOC_overlappingpdfs.132759.pdf.task_659_27_28,astraspis,harding sandstone,,1,0.996
1505140,overlappingpdfs.130593.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.130593.pdf.task_977_4_4,ROCK_DOC_overlappingpdfs.130593.pdf.task_977_8_9,mollusca,imo formation,f,1,0.999
1517261,overlappingpdfs.138012.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138012.pdf.task_637_44_44,ROCK_DOC_overlappingpdfs.138012.pdf.task_637_48_48,eogyrinus,english coal,,1,0.996
1481216,overlappingpdfs.132444.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132444.pdf.task_76_45_45,ROCK_DOC_overlappingpdfs.132444.pdf.task_76_96_97,seraphs,warak formation,,1,0.954
1462725,overlappingpdfs.132895.pdf.task,FORMATION,ROCK_DOC_overlappingpdfs.132895.pdf.task_363_69_69,TIME_DOC_overlappingpdfs.132895.pdf.task_363_73_73,cybele member,Telychian|438.50000|433.40000,f,1,0.949
1486721,overlappingpdfs.132666.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132666.pdf.task_606_24_25,ROCK_DOC_overlappingpdfs.132666.pdf.task_606_28_29,trilophosaurus buettneri,otis chalk,,1,0.996
1472862,overlappingpdfs.131561.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.131561.pdf.task_625_11_11,ROCK_DOC_overlappingpdfs.131561.pdf.task_625_0_0,cyrtospirifer,foreknobs formation,,1,1
1537546,overlappingpdfs.136991.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.136991.pdf.task_178_23_23,ROCK_DOC_overlappingpdfs.136991.pdf.task_178_17_18,hirnantia,kildare limestone formation,,1,1
1476493,overlappingpdfs.138573.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138573.pdf.task_3615_0_0,ROCK_DOC_overlappingpdfs.138573.pdf.task_3615_13_14,neohipparion,ash hollow formation,,1,0.996
1490610,overlappingpdfs.136699.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.136699.pdf.task_364_5_5,ROCK_DOC_overlappingpdfs.136699.pdf.task_364_18_18,spathella,foreknobs formation,t,1,1
1483057,overlappingpdfs.133475.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.133475.pdf.task_51_2_2,ROCK_DOC_overlappingpdfs.133475.pdf.task_51_27_27,feilongus,yixian formation,,1,0.999
1473873,overlappingpdfs.1393.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.1393.pdf.task_51_16_16,ROCK_DOC_overlappingpdfs.1393.pdf.task_51_19_20,shonisaurus,pardonet formation,,1,0.992
1501822,overlappingpdfs.132298.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132298.pdf.task_4_7_7,ROCK_DOC_overlappingpdfs.132298.pdf.task_4_14_15,diapsida,isalo group,,1,0.999
1464628,overlappingpdfs.138709.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138709.pdf.task_169_5_5,ROCK_DOC_overlappingpdfs.138709.pdf.task_169_57_58,bates,cypress hills formation,,1,0.955
1522063,overlappingpdfs.135478.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.135478.pdf.task_293_9_9,ROCK_DOC_overlappingpdfs.135478.pdf.task_293_15_15,arizonasaurus,holbrook member,t,1,1
1498167,overlappingpdfs.132789.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132789.pdf.task_327_2_2,ROCK_DOC_overlappingpdfs.132789.pdf.task_327_11_12,glyptops,morrison formation,t,1,0.999
1525452,overlappingpdfs.132899.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132899.pdf.task_1792_23_23,ROCK_DOC_overlappingpdfs.132899.pdf.task_1792_12_12,nevada,emigrant formation,,1,0.996
1453411,overlappingpdfs.132931.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132931.pdf.task_506_14_14,ROCK_DOC_overlappingpdfs.132931.pdf.task_506_18_18,herrerasauridae,ischigualasto formation,,1,0.995
1518450,overlappingpdfs.132756.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132756.pdf.task_865_7_7,ROCK_DOC_overlappingpdfs.132756.pdf.task_865_13_14,delphinoidea,choptank formation,,1,0.996
1462925,overlappingpdfs.138465.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138465.pdf.task_2856_17_17,ROCK_DOC_overlappingpdfs.138465.pdf.task_2856_12_13,mexico,san andres formation,,1,0.994
1517207,overlappingpdfs.132757.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132757.pdf.task_66_9_9,ROCK_DOC_overlappingpdfs.132757.pdf.task_66_23_25,rotularia,lopez de bertodano formation,,1,0.996
1496598,overlappingpdfs.132069.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132069.pdf.task_298_30_30,ROCK_DOC_overlappingpdfs.132069.pdf.task_298_10_11,hirnantia,kildare limestone formation,,1,1
1506068,overlappingpdfs.132095.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132095.pdf.task_1234_6_6,ROCK_DOC_overlappingpdfs.132095.pdf.task_1234_10_10,saurischia,ischigualasto formation,f,1,1
1453634,overlappingpdfs.132874.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132874.pdf.task_107_44_44,ROCK_DOC_overlappingpdfs.132874.pdf.task_107_22_22,otozoum,portland formation,,1,1
1477574,overlappingpdfs.138573.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138573.pdf.task_5740_5_6,ROCK_DOC_overlappingpdfs.138573.pdf.task_5740_17_18,cormohipparion occidentale,ash hollow formation,,1,1
1507520,overlappingpdfs.1394.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.1394.pdf.task_247_10_10,ROCK_DOC_overlappingpdfs.1394.pdf.task_247_6_6,kepodactylus,morrison formation,,1,1
1508965,overlappingpdfs.132527.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132527.pdf.task_1551_24_25,ROCK_DOC_overlappingpdfs.132527.pdf.task_1551_6_7,exaeretodon riograndensis,santa maria formation,,1,0.999
1533002,overlappingpdfs.132244.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132244.pdf.task_727_8_8,ROCK_DOC_overlappingpdfs.132244.pdf.task_727_12_12,triconodonta,elliot formation,,1,0.996
1472275,overlappingpdfs.132397.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132397.pdf.task_33_19_19,ROCK_DOC_overlappingpdfs.132397.pdf.task_33_2_2,baurusuchus,bauru group,,1,1
1466844,overlappingpdfs.1341.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.1341.pdf.task_634_5_5,ROCK_DOC_overlappingpdfs.1341.pdf.task_634_9_9,cetacea,almejas formation,,1,0.996
1494445,overlappingpdfs.132751.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132751.pdf.task_1460_0_0,ROCK_DOC_overlappingpdfs.132751.pdf.task_1460_5_5,trilobites,tangtou formation,,1,0.999
1490580,overlappingpdfs.132765.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132765.pdf.task_599_10_10,ROCK_DOC_overlappingpdfs.132765.pdf.task_599_6_6,arizona,moenkopi formation,f,1,0.995
1505293,overlappingpdfs.135558.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.135558.pdf.task_587_1_1,ROCK_DOC_overlappingpdfs.135558.pdf.task_587_13_13,isoxys,buen formation,,1,1
1494263,overlappingpdfs.131219.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.131219.pdf.task_700_6_6,ROCK_DOC_overlappingpdfs.131219.pdf.task_700_9_10,ostracoda,ellis bay formation,,1,0.998
1462004,overlappingpdfs.132976.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132976.pdf.task_10_5_5,ROCK_DOC_overlappingpdfs.132976.pdf.task_10_14_15,acrophoca,pisco formation,,1,0.996
1525540,overlappingpdfs.133261.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.133261.pdf.task_298_30_30,ROCK_DOC_overlappingpdfs.133261.pdf.task_298_38_39,yanosteus,yixian formation,,1,0.996
1463843,overlappingpdfs.138384.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138384.pdf.task_5846_8_8,ROCK_DOC_overlappingpdfs.138384.pdf.task_5846_11_12,mammalia,husin coal,,1,0.996
1476182,overlappingpdfs.1376.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.1376.pdf.task_74_31_31,ROCK_DOC_overlappingpdfs.1376.pdf.task_74_6_6,argyrosaurus,chubut group,,1,1
1489587,overlappingpdfs.136699.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.136699.pdf.task_252_4_4,ROCK_DOC_overlappingpdfs.136699.pdf.task_252_11_11,leptodesma,foreknobs formation,t,1,1
1480293,overlappingpdfs.132444.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132444.pdf.task_76_86_86,ROCK_DOC_overlappingpdfs.132444.pdf.task_76_96_97,globularia,warak formation,,1,0.947
1513432,overlappingpdfs.132302.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132302.pdf.task_768_9_9,ROCK_DOC_overlappingpdfs.132302.pdf.task_768_15_15,flagellicaudata,morrison formation,,1,0.996
1520797,overlappingpdfs.132531.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132531.pdf.task_735_4_4,ROCK_DOC_overlappingpdfs.132531.pdf.task_735_13_14,apatosaurus,morrison formation,,1,1
