id,docid,type,eid1,eid2,entity1,entity2,is_correct,category,expectation
718738,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_31_31,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_107_107,scatopsidae,scorpionida,,1,0.987
770893,overlappingpdfs.138632.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_123_124,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_90_90,hippopotamus amphibius,macaca,,1,0.948
715753,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_296_296,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_330_330,pseudomacromia,staphylinidae,,1,0.975
722113,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7260_271_271,TAXON_DOC_overlappingpdfs.138613.pdf.task_7260_141_141,cretophasma,cixiidae,,1,0.924
724469,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_285_285,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_68_68,pseudomacromiidae,proctotrupomorpha,,1,0.989
715246,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_239_239,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_34_34,ancorale,asilidae,,1,0.938
772111,overlappingpdfs.138632.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_56_56,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_78_78,dasypus,primates,,1,0.948
716424,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7284_122_122,TAXON_DOC_overlappingpdfs.138613.pdf.task_7284_102_102,pipunculidae,phasmatodea,,1,0.937
720549,overlappingpdfs.130183.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.130183.pdf.task_163_23_25,TAXON_DOC_overlappingpdfs.130183.pdf.task_163_57_57,angulogerina angulosa,buccella,,1,0.946
658464,overlappingpdfs.138365.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138365.pdf.task_355_59_59,TAXON_DOC_overlappingpdfs.138365.pdf.task_355_50_50,miohippus,perissodactyla,,1,0.971
717907,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_407_407,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_288_288,archaeobehningia,bombyliidae,,1,0.961
723068,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7279_122_122,TAXON_DOC_overlappingpdfs.138613.pdf.task_7279_128_128,myerslopiinae,mymarommatidae,,1,0.935
718269,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_302_302,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_70_70,boreoscytidae,aeschnidioidea,,1,0.977
714435,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7260_242_242,TAXON_DOC_overlappingpdfs.138613.pdf.task_7260_297_297,cretatermes,curculionoidea,,1,0.908
718681,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_314_314,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_330_330,psilocephala,staphylinidae,,1,0.961
773230,overlappingpdfs.138632.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_30_31,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_4_4,erinaceus europaeus,tachyglossus,,1,0.947
716333,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7260_9_9,TAXON_DOC_overlappingpdfs.138613.pdf.task_7260_294_294,cercopidium,culicomorpha,,1,0.957
714668,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_195_195,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_318_318,amphipterygidae,brachycera,,1,0.98
773181,overlappingpdfs.138632.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_133_134,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_98_98,phoca vitulina,perissodactyla,,1,0.941
716658,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_110_110,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_359_359,prophalangopsidae,pterygota,,1,0.979
771828,overlappingpdfs.138632.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_103_103,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_93_93,ceratotherium,hyracoidea,,1,0.945
770368,overlappingpdfs.138632.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_111_111,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_2_2,camelus,monotremata,,1,0.933
721528,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7284_132_132,TAXON_DOC_overlappingpdfs.138613.pdf.task_7284_18_18,platyjassites,palaeontinoidea,,1,0.943
717581,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7260_277_277,TAXON_DOC_overlappingpdfs.138613.pdf.task_7260_213_213,cretosphex,cordulagomphinae,,1,0.953
715607,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_248_248,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_68_68,siphlurites,proctotrupomorpha,,1,0.988
719792,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_122_122,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_343_343,prosopistomatidae,psylloidea,,1,0.962
714689,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_323_323,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_149_149,annulaphis,aleyrodoidea,,1,0.993
721787,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_34_34,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_311_311,pristiplocia,spongiphoridae,,1,0.961
768766,overlappingpdfs.138632.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_50_51,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_106_106,myrmecophaga tridactyla,tapirus,,1,0.94
724294,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_98_98,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_79_79,projagoria,proerrhomini,,1,0.97
718824,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7260_9_9,TAXON_DOC_overlappingpdfs.138613.pdf.task_7260_178_178,cercopidium,coloburiscidae,,1,0.907
773321,overlappingpdfs.138632.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_50_51,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_36_36,myrmecophaga tridactyla,microgale,,1,0.938
723046,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_13_13,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_380_380,architipulidae,apocrita,,1,0.908
718722,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_161_161,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_211_211,alloambria,ampulicinae,,1,0.994
717803,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_436_436,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_355_355,architettix,caenoidea,,1,0.985
769544,overlappingpdfs.138632.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_95_95,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_93_93,dendrohyrax,hyracoidea,,1,0.933
715429,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_65_65,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_107_107,sciaridae,scorpionida,,1,0.958
656035,overlappingpdfs.138365.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138365.pdf.task_355_61_62,TAXON_DOC_overlappingpdfs.138365.pdf.task_355_70_70,parahippus pristinus,hyracodon,,1,0.942
714443,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_359_359,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_107_107,pterygota,scorpionida,,1,0.993
716873,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_258_258,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_335_335,siphonaptera,psyllidae,,1,0.969
655116,overlappingpdfs.138365.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138365.pdf.task_355_32_33,TAXON_DOC_overlappingpdfs.138365.pdf.task_355_3_3,enhydrocyon crassidens,hesperocyon,,1,0.907
714338,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_296_296,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_343_343,pseudomacromia,psylloidea,,1,0.983
721910,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_86_86,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_31_31,proerrhomus,scatopsidae,,1,0.975
770955,overlappingpdfs.138632.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_117_118,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_62_62,okapia johnstoni,pholidota,,1,0.941
771688,overlappingpdfs.138632.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_64_64,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_70_70,manis,rodentia,,1,0.937
721849,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_372_372,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_65_65,symphyta,sciaridae,,1,0.937
720079,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_224_224,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_0_0,siphlonurinae,potamanthidae,,1,0.989
723338,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_213_213,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_95_95,protoligoneuria,scolioidea,,1,0.97
723330,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_388_388,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_228_228,araripechrysa,bibioninae,,1,0.986
716386,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_86_86,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_311_311,proerrhomus,spongiphoridae,,1,0.95
723271,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_156_156,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_285_285,sieblosia,pseudomacromiidae,,1,0.982
714195,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_401_401,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_410_410,araripogon,carcinophoridae,,1,0.935
716162,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_123_123,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_149_149,austroniidae,aleyrodoidea,,1,0.975
772070,overlappingpdfs.138632.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_138_139,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_50_50,mustela putorius,myrmecophaga,,1,0.941
721857,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_183_183,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_211_211,ameletus,ampulicinae,,1,0.992
724240,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_123_123,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_58_58,austroniidae,asiloidea,,1,0.976
716165,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_310_310,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_34_34,borinquena,asilidae,,1,0.921
718614,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_156_156,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_65_65,sieblosia,sciaridae,,1,0.942
773593,overlappingpdfs.138632.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_72_72,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_48_48,hypogeomys,xenarthra,,1,0.939
721941,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7284_180_180,TAXON_DOC_overlappingpdfs.138613.pdf.task_7284_107_107,ponerinae,phoridae,,1,0.934
772736,overlappingpdfs.138632.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_12_13,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_138_138,didelphis marsupialis,mustela,,1,0.945
658024,overlappingpdfs.138365.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138365.pdf.task_355_48_49,TAXON_DOC_overlappingpdfs.138365.pdf.task_355_0_0,ekgmoiteptecela olsontau,carnivora,,1,0.965
722457,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_343_343,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_68_68,psylloidea,proctotrupomorpha,,1,0.986
714245,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_258_258,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_28_28,siphonaptera,pricecoridae,,1,0.976
714869,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7260_227_227,TAXON_DOC_overlappingpdfs.138613.pdf.task_7260_178_178,corduliinae,coloburiscidae,,1,0.914
721095,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7260_227_227,TAXON_DOC_overlappingpdfs.138613.pdf.task_7260_47_47,corduliinae,chiliocyclidae,,1,0.918
723542,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7260_85_85,TAXON_DOC_overlappingpdfs.138613.pdf.task_7260_53_53,cicadellidae,chironomoidea,,1,0.975
772018,overlappingpdfs.138632.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_133_134,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_2_2,phoca vitulina,monotremata,,1,0.941
769062,overlappingpdfs.138632.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_84_85,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_45_45,lemur catta,potamogale,,1,0.936
718271,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_156_156,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_384_384,sieblosia,syntexinae,,1,0.986
720002,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_228_228,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_355_355,bibioninae,caenoidea,,1,0.98
723836,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_86_86,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_22_22,proerrhomus,praeaulacidae,,1,0.973
718366,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_429_429,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_339_339,architendipedidae,caelifera,,1,0.948
716033,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_176_176,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_107_107,sinocercopis,scorpionida,,1,0.989
722712,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_149_149,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_71_71,siberiogenites,sciaroidea,,1,0.952
723416,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7260_9_9,TAXON_DOC_overlappingpdfs.138613.pdf.task_7260_141_141,cercopidium,cixiidae,,1,0.935
718682,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_279_279,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_164_164,angarosphex,baissodidae,,1,0.979
723353,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_310_310,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_70_70,borinquena,aeschnidioidea,,1,0.955
720139,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7284_3_3,TAXON_DOC_overlappingpdfs.138613.pdf.task_7284_21_21,palaeoaphis,palingeniidae,,1,0.912
770678,overlappingpdfs.138632.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_12_13,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_64_64,didelphis marsupialis,manis,,1,0.942
770491,overlappingpdfs.138632.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_12_12,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_70_70,didelphis,rodentia,,1,0.949
716737,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7260_288_288,TAXON_DOC_overlappingpdfs.138613.pdf.task_7260_222_222,cronicus,cordulegastridae,,1,0.942
715503,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_436_436,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_34_34,architettix,asilidae,,1,0.948
714246,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_73_73,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_302_302,atalophlebia,boreoscytidae,,1,0.976
721429,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7260_205_205,TAXON_DOC_overlappingpdfs.138613.pdf.task_7260_166_166,colocrus,coenagrionidae,,1,0.925
770169,overlappingpdfs.138632.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_138_139,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_145_145,mustela putorius,condylarthra,,1,0.939
723137,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_273_273,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_58_58,angarosphecidae,asiloidea,,1,0.992
720329,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_394_394,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_200_200,araripegryllus,belostomatidae,,1,0.966
769371,overlappingpdfs.138632.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_56_57,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_18_18,dasypus novemcinctus,vombatus,,1,0.936
770466,overlappingpdfs.138632.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_56_56,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_153_153,dasypus,pantodonta,,1,0.945
716938,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_228_228,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_31_31,bibioninae,acridoidea,,1,0.987
721867,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_34_34,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_120_120,asilidae,aeshnoidea,,1,0.953
716459,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_170_170,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_236_236,baissoptera,bibionoidea,,1,0.985
768696,overlappingpdfs.138632.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_30_31,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_53_53,erinaceus europaeus,bradypus,,1,0.943
657853,overlappingpdfs.138365.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138365.pdf.task_355_63_64,TAXON_DOC_overlappingpdfs.138365.pdf.task_355_0_0,parahippus coloradensis,carnivora,,1,0.908
721413,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_102_102,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_313_313,aeshnidae,anisozygoptera,,1,0.984
717063,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_81_81,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_296_296,athericidae,bombylioidea,,1,0.983
720538,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_404_404,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_120_120,carabidae,aeshnoidea,,1,0.986
721235,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_76_76,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_462_462,aeschnidiopsis,carpopodini,,1,0.971
722405,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_272_272,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_57_57,pseudambria,sciadoceridae,,1,0.944
772893,overlappingpdfs.138632.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_56_57,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_95_95,dasypus novemcinctus,dendrohyrax,,1,0.947
722245,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_372_372,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_320_320,symphyta,psocoptera,,1,0.984
715004,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_183_183,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_143_143,ameletus,aleyrodidae,,1,0.976
769766,overlappingpdfs.138632.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_18_18,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_2_2,vombatus,monotremata,,1,0.94
713719,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_167_167,TAXON_DOC_overlappingpdfs.138613.pdf.task_7286_320_320,protodelphax,psocoptera,,1,0.968
715707,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_208_208,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_200_200,bernaea,belostomatidae,,1,0.956
723186,overlappingpdfs.138613.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_73_73,TAXON_DOC_overlappingpdfs.138613.pdf.task_7259_276_276,atalophlebia,blephariceridae,,1,0.988
770351,overlappingpdfs.138632.pdf.task,TAXONOMY,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_141_141,TAXON_DOC_overlappingpdfs.138632.pdf.task_3659_93_93,lycaon,hyracoidea,,1,0.944
