id,docid,type,eid1,eid2,entity1,entity2,is_correct
1535407,overlappingpdfs.131277.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.131277.pdf.task_649_4_4,ROCK_DOC_overlappingpdfs.131277.pdf.task_649_24_24,clorinda,solvik formation,t
1518195,overlappingpdfs.132473.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132473.pdf.task_1170_4_4,ROCK_DOC_overlappingpdfs.132473.pdf.task_1170_12_12,dinosauria,bauru group,t
1461177,overlappingpdfs.132529.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132529.pdf.task_40_13_13,ROCK_DOC_overlappingpdfs.132529.pdf.task_40_4_5,uruyiella,buena vista formation,t
1518525,overlappingpdfs.132473.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132473.pdf.task_408_10_10,ROCK_DOC_overlappingpdfs.132473.pdf.task_408_39_40,maxakalisaurus,bauru group,t
1499298,overlappingpdfs.138519.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138519.pdf.task_2293_53_53,ROCK_DOC_overlappingpdfs.138519.pdf.task_2293_35_36,ustatochoerus,ash hollow formation,t
1536411,overlappingpdfs.132714.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132714.pdf.task_500_0_0,ROCK_DOC_overlappingpdfs.132714.pdf.task_500_3_5,brachiopoda,la meseta formation,t
1523887,overlappingpdfs.132304.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132304.pdf.task_444_64_64,ROCK_DOC_overlappingpdfs.132304.pdf.task_444_87_87,shantous,daohugou formation,t
1465149,overlappingpdfs.138709.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138709.pdf.task_179_11_11,ROCK_DOC_overlappingpdfs.138709.pdf.task_179_17_17,apternodus,brule formation,t
1463469,overlappingpdfs.132261.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132261.pdf.task_533_4_4,ROCK_DOC_overlappingpdfs.132261.pdf.task_533_10_10,insecta,yixian formation,t
1472418,overlappingpdfs.138438.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138438.pdf.task_342_2_2,ROCK_DOC_overlappingpdfs.138438.pdf.task_342_17_17,dyseohyus,punchbowl formation,t
1498458,overlappingpdfs.136.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.136.pdf.task_39_17_17,ROCK_DOC_overlappingpdfs.136.pdf.task_39_13_13,eopneumatosuchus,kayenta formation,t
1499304,overlappingpdfs.132162.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132162.pdf.task_719_10_10,ROCK_DOC_overlappingpdfs.132162.pdf.task_719_21_21,ferganolyda,daohugou formation,t
1513184,overlappingpdfs.132302.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132302.pdf.task_768_7_7,ROCK_DOC_overlappingpdfs.132302.pdf.task_768_15_15,sauropoda,morrison formation,t
1452150,overlappingpdfs.132532.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132532.pdf.task_21_20_21,ROCK_DOC_overlappingpdfs.132532.pdf.task_21_24_24,ctenochelys stenoporus,niobrara formation,t
1537002,overlappingpdfs.138272.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138272.pdf.task_1221_0_0,ROCK_DOC_overlappingpdfs.138272.pdf.task_1221_27_27,enteletes,hueco formation,t
1507320,overlappingpdfs.1394.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.1394.pdf.task_247_8_8,ROCK_DOC_overlappingpdfs.1394.pdf.task_247_6_6,comodactylus,morrison formation,t
1501529,overlappingpdfs.138407.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138407.pdf.task_2101_14_14,ROCK_DOC_overlappingpdfs.138407.pdf.task_2101_17_17,coryphodon,wasatch formation,t
1531685,overlappingpdfs.132684.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132684.pdf.task_818_1_1,ROCK_DOC_overlappingpdfs.132684.pdf.task_818_9_9,bivalvia,qingyan formation,t
1525084,overlappingpdfs.1375.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.1375.pdf.task_641_48_48,ROCK_DOC_overlappingpdfs.1375.pdf.task_641_32_34,zapalasaurus,la amarga formation,t
1526679,overlappingpdfs.133261.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.133261.pdf.task_298_24_25,ROCK_DOC_overlappingpdfs.133261.pdf.task_298_38_38,peipiaosteus pani,yixian formation,t
1508310,overlappingpdfs.132527.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132527.pdf.task_697_0_0,ROCK_DOC_overlappingpdfs.132527.pdf.task_697_6_6,cynodontia,ischigualasto formation,t
1521795,overlappingpdfs.133102.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.133102.pdf.task_517_21_21,ROCK_DOC_overlappingpdfs.133102.pdf.task_517_8_9,albanerpeton,antlers formation,t
1493593,overlappingpdfs.132675.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132675.pdf.task_432_3_3,ROCK_DOC_overlappingpdfs.132675.pdf.task_432_12_13,sauropoda,bauru group,t
1466757,overlappingpdfs.132227.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132227.pdf.task_583_9_9,ROCK_DOC_overlappingpdfs.132227.pdf.task_583_13_13,sauropoda,morrison formation,t
1517070,overlappingpdfs.132317.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132317.pdf.task_875_5_6,ROCK_DOC_overlappingpdfs.132317.pdf.task_875_19_20,leptosuchus studeri,dockum group,t
1476825,overlappingpdfs.1376.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.1376.pdf.task_1660_6_6,ROCK_DOC_overlappingpdfs.1376.pdf.task_1660_12_12,dinosauria,anacleto formation,t
1483419,overlappingpdfs.132216.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132216.pdf.task_762_6_6,ROCK_DOC_overlappingpdfs.132216.pdf.task_762_12_12,ornithopoda,morrison formation,t
1523709,overlappingpdfs.132304.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132304.pdf.task_444_40_40,ROCK_DOC_overlappingpdfs.132304.pdf.task_444_52_52,yanliaocorixa,haifanggou formation,t
1502089,overlappingpdfs.138393.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138393.pdf.task_961_6_6,ROCK_DOC_overlappingpdfs.138393.pdf.task_961_19_20,semionotus,chinle formation,t
1484745,overlappingpdfs.133475.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.133475.pdf.task_46_7_7,ROCK_DOC_overlappingpdfs.133475.pdf.task_46_15_15,haopterus,jianshangou member,t
1465468,overlappingpdfs.138709.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138709.pdf.task_261_8_8,ROCK_DOC_overlappingpdfs.138709.pdf.task_261_17_18,apternodus,white river formation,t
1535271,overlappingpdfs.131277.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.131277.pdf.task_585_21_21,ROCK_DOC_overlappingpdfs.131277.pdf.task_585_8_8,stricklandia,solvik formation,t
1468849,overlappingpdfs.138761.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138761.pdf.task_956_32_33,ROCK_DOC_overlappingpdfs.138761.pdf.task_956_56_59,ichthyornis dispar,smoky hill chalk member,t
1525556,overlappingpdfs.133261.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.133261.pdf.task_389_7_7,ROCK_DOC_overlappingpdfs.133261.pdf.task_389_12_13,insecta,yixian formation,t
1499366,overlappingpdfs.138519.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138519.pdf.task_4826_15_15,ROCK_DOC_overlappingpdfs.138519.pdf.task_4826_18_19,procamelus,valentine formation,t
1518484,overlappingpdfs.132473.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132473.pdf.task_22_11_11,ROCK_DOC_overlappingpdfs.132473.pdf.task_22_14_14,titanosauria,bauru group,t
1536117,overlappingpdfs.133058.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.133058.pdf.task_377_2_2,ROCK_DOC_overlappingpdfs.133058.pdf.task_377_11_13,scelidosaurus,glen canyon group,t
1469978,overlappingpdfs.132896.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132896.pdf.task_268_7_7,ROCK_DOC_overlappingpdfs.132896.pdf.task_268_13_14,dinosauria,morrison formation,t
1508366,overlappingpdfs.132527.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132527.pdf.task_1551_24_24,ROCK_DOC_overlappingpdfs.132527.pdf.task_1551_6_7,exaeretodon,santa maria formation,t
1500189,overlappingpdfs.138519.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138519.pdf.task_2293_53_53,ROCK_DOC_overlappingpdfs.138519.pdf.task_2293_21_22,ustatochoerus,ash hollow formation,t
1520246,overlappingpdfs.131439.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.131439.pdf.task_577_33_33,ROCK_DOC_overlappingpdfs.131439.pdf.task_577_12_14,eodinobolus,fossil hill limestone formation,t
1481500,overlappingpdfs.138859.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138859.pdf.task_467_15_15,ROCK_DOC_overlappingpdfs.138859.pdf.task_467_37_38,spheniscidae,la meseta formation,t
1509341,overlappingpdfs.132527.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132527.pdf.task_1551_17_17,ROCK_DOC_overlappingpdfs.132527.pdf.task_1551_6_8,exaeretodon,santa maria formation,t
1478434,overlappingpdfs.138573.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138573.pdf.task_2665_5_5,ROCK_DOC_overlappingpdfs.138573.pdf.task_2665_20_21,hipparion,ash hollow formation,t
1502221,overlappingpdfs.138393.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138393.pdf.task_227_13_13,ROCK_DOC_overlappingpdfs.138393.pdf.task_227_27_28,semionotus,chinle formation,t
1488006,overlappingpdfs.1336.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.1336.pdf.task_346_12_12,ROCK_DOC_overlappingpdfs.1336.pdf.task_346_15_16,perikoala,etadunna formation,t
1523640,overlappingpdfs.132304.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132304.pdf.task_444_75_76,ROCK_DOC_overlappingpdfs.132304.pdf.task_444_87_88,daohugocorixa vulcanica,daohugou formation,t
1506621,overlappingpdfs.132293.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132293.pdf.task_1472_2_2,ROCK_DOC_overlappingpdfs.132293.pdf.task_1472_14_15,barapasaurus,kota formation,t
1472276,overlappingpdfs.132397.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132397.pdf.task_33_19_19,ROCK_DOC_overlappingpdfs.132397.pdf.task_33_2_2,baurusuchus,bauru group,t
1464888,overlappingpdfs.132725.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132725.pdf.task_167_0_0,ROCK_DOC_overlappingpdfs.132725.pdf.task_167_19_20,baptornis,niobrara formation,t
1485228,overlappingpdfs.138755.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138755.pdf.task_1328_17_17,ROCK_DOC_overlappingpdfs.138755.pdf.task_1328_38_39,pycnodonte,hornerstown formation,t
1461526,overlappingpdfs.132118.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132118.pdf.task_123_2_2,ROCK_DOC_overlappingpdfs.132118.pdf.task_123_16_16,sinorhagio,daohugou formation,t
1467202,overlappingpdfs.1341.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.1341.pdf.task_46_3_3,ROCK_DOC_overlappingpdfs.1341.pdf.task_46_11_12,brachydelphis,pisco formation,t
1461059,overlappingpdfs.132976.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132976.pdf.task_472_27_27,ROCK_DOC_overlappingpdfs.132976.pdf.task_472_1_2,acrophoca,bahia inglesa formation,t
1496970,overlappingpdfs.132069.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132069.pdf.task_178_8_8,ROCK_DOC_overlappingpdfs.132069.pdf.task_178_17_18,hirnantia,kildare limestone formation,t
1524989,overlappingpdfs.132657.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132657.pdf.task_17_34_34,ROCK_DOC_overlappingpdfs.132657.pdf.task_17_47_47,mesolyda,uda formation,t
1484493,overlappingpdfs.138526.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138526.pdf.task_379_23_24,ROCK_DOC_overlappingpdfs.138526.pdf.task_379_16_16,probaena sculpta,morrison formation,t
1476504,overlappingpdfs.138573.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138573.pdf.task_5841_14_14,ROCK_DOC_overlappingpdfs.138573.pdf.task_5841_21_22,cormohipparion,ash hollow formation,t
1486938,overlappingpdfs.132666.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132666.pdf.task_78_15_16,ROCK_DOC_overlappingpdfs.132666.pdf.task_78_30_30,trilophosaurus jacobsi,chinle group,t
1474292,overlappingpdfs.132925.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132925.pdf.task_636_0_1,ROCK_DOC_overlappingpdfs.132925.pdf.task_636_8_9,cromatrypa orbis,kopanina formation,t
1537467,overlappingpdfs.136991.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.136991.pdf.task_238_16_16,ROCK_DOC_overlappingpdfs.136991.pdf.task_238_60_61,plectothyrella,kildare limestone formation,t
1500900,overlappingpdfs.138519.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138519.pdf.task_4903_16_17,ROCK_DOC_overlappingpdfs.138519.pdf.task_4903_25_27,ustatochoerus major,ash hollow formation,t
1522063,overlappingpdfs.135478.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.135478.pdf.task_293_9_9,ROCK_DOC_overlappingpdfs.135478.pdf.task_293_15_15,arizonasaurus,holbrook member,t
1516570,overlappingpdfs.133084.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.133084.pdf.task_17_12_12,ROCK_DOC_overlappingpdfs.133084.pdf.task_17_22_23,kayentachelys,kayenta formation,t
1476535,overlappingpdfs.138573.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138573.pdf.task_5849_22_23,ROCK_DOC_overlappingpdfs.138573.pdf.task_5849_29_30,cormohipparion occidentale,ash hollow formation,t
1483456,overlappingpdfs.138755.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138755.pdf.task_1328_17_17,ROCK_DOC_overlappingpdfs.138755.pdf.task_1328_9_10,pycnodonte,hornerstown formation,t
1522685,overlappingpdfs.132592.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132592.pdf.task_403_30_30,ROCK_DOC_overlappingpdfs.132592.pdf.task_403_20_21,pantrionychia,tugulu group,t
1530886,overlappingpdfs.132960.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132960.pdf.task_403_24_24,ROCK_DOC_overlappingpdfs.132960.pdf.task_403_14_14,marshosaurus,morrison formation,t
1465633,overlappingpdfs.132725.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132725.pdf.task_167_0_1,ROCK_DOC_overlappingpdfs.132725.pdf.task_167_19_19,baptornis advenus,niobrara formation,t
1506035,overlappingpdfs.133445.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.133445.pdf.task_154_5_5,ROCK_DOC_overlappingpdfs.133445.pdf.task_154_11_11,diplodon,allen formation,t
1520945,overlappingpdfs.132140.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132140.pdf.task_25_9_9,ROCK_DOC_overlappingpdfs.132140.pdf.task_25_13_13,archosauromorpha,chinle group,t
1537149,overlappingpdfs.138665.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138665.pdf.task_910_34_34,ROCK_DOC_overlappingpdfs.138665.pdf.task_910_22_23,mimeosaurus,djadokhta formation,t
1505116,overlappingpdfs.132955.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132955.pdf.task_1323_29_29,ROCK_DOC_overlappingpdfs.132955.pdf.task_1323_10_10,temnospondyli,chinle group,t
1502678,overlappingpdfs.138393.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138393.pdf.task_1611_2_2,ROCK_DOC_overlappingpdfs.138393.pdf.task_1611_16_16,chinlea,tecovas formation,t
1470018,overlappingpdfs.139.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.139.pdf.task_948_3_3,ROCK_DOC_overlappingpdfs.139.pdf.task_948_16_16,mammalia,mussentuchit member,t
1472533,overlappingpdfs.132397.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132397.pdf.task_828_0_0,ROCK_DOC_overlappingpdfs.132397.pdf.task_828_11_11,mariliasuchus,bauru group,t
1513398,overlappingpdfs.132504.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132504.pdf.task_578_15_16,ROCK_DOC_overlappingpdfs.132504.pdf.task_578_26_26,comonecturoides marshi,morrison formation,t
1488127,overlappingpdfs.133099.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.133099.pdf.task_1294_4_4,ROCK_DOC_overlappingpdfs.133099.pdf.task_1294_7_7,hypodicranotus,whittaker formation,t
1483709,overlappingpdfs.133475.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.133475.pdf.task_45_11_12,ROCK_DOC_overlappingpdfs.133475.pdf.task_45_22_22,eosipterus yangi,yixian formation,t
1516665,overlappingpdfs.133084.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.133084.pdf.task_17_12_13,ROCK_DOC_overlappingpdfs.133084.pdf.task_17_22_23,kayentachelys aprix,kayenta formation,t
1536256,overlappingpdfs.133058.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.133058.pdf.task_377_2_2,ROCK_DOC_overlappingpdfs.133058.pdf.task_377_8_8,scelidosaurus,kayenta formation,t
1466415,overlappingpdfs.1374.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.1374.pdf.task_76_10_10,ROCK_DOC_overlappingpdfs.1374.pdf.task_76_17_17,crocodylus,nachukui formation,t
1518731,overlappingpdfs.132473.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132473.pdf.task_1097_37_37,ROCK_DOC_overlappingpdfs.132473.pdf.task_1097_11_11,aeolosaurus,bauru group,t
1522076,overlappingpdfs.133102.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.133102.pdf.task_393_8_9,ROCK_DOC_overlappingpdfs.133102.pdf.task_393_16_17,albanerpeton arthridion,antlers formation,t
1492494,overlappingpdfs.138834.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138834.pdf.task_1949_4_5,ROCK_DOC_overlappingpdfs.138834.pdf.task_1949_10_11,shamosuchus djadochtaensis,djadokhta formation,t
1465481,overlappingpdfs.138745.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138745.pdf.task_304_4_4,ROCK_DOC_overlappingpdfs.138745.pdf.task_304_9_11,barunlestes,barun goyot formation,t
1490703,overlappingpdfs.136699.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.136699.pdf.task_308_0_0,ROCK_DOC_overlappingpdfs.136699.pdf.task_308_12_12,cyrtospirifer,foreknobs formation,t
1522427,overlappingpdfs.135478.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.135478.pdf.task_14_5_5,ROCK_DOC_overlappingpdfs.135478.pdf.task_14_14_14,eocyclotosaurus,moenkopi formation,t
1493181,overlappingpdfs.132675.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132675.pdf.task_37_16_16,ROCK_DOC_overlappingpdfs.132675.pdf.task_37_22_23,antarctosaurus,adamantina formation,t
1469898,overlappingpdfs.132896.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132896.pdf.task_130_21_21,ROCK_DOC_overlappingpdfs.132896.pdf.task_130_15_15,stokesosaurus,morrison formation,t
1469052,overlappingpdfs.138761.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138761.pdf.task_892_14_15,ROCK_DOC_overlappingpdfs.138761.pdf.task_892_31_34,ichthyornis dispar,smoky hill chalk member,t
1498482,overlappingpdfs.136.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.136.pdf.task_39_17_18,ROCK_DOC_overlappingpdfs.136.pdf.task_39_13_13,eopneumatosuchus colberti,kayenta formation,t
1467334,overlappingpdfs.132227.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132227.pdf.task_623_28_28,ROCK_DOC_overlappingpdfs.132227.pdf.task_623_9_9,titanosauridae,allen formation,t
1465147,overlappingpdfs.132725.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132725.pdf.task_167_0_1,ROCK_DOC_overlappingpdfs.132725.pdf.task_167_19_20,baptornis advenus,niobrara formation,t
1535160,overlappingpdfs.131277.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.131277.pdf.task_585_18_18,ROCK_DOC_overlappingpdfs.131277.pdf.task_585_8_8,clorinda,solvik formation,t
1513718,overlappingpdfs.132504.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132504.pdf.task_718_5_5,ROCK_DOC_overlappingpdfs.132504.pdf.task_718_11_11,amphibia,morrison formation,t
1505938,overlappingpdfs.132293.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132293.pdf.task_1742_5_5,ROCK_DOC_overlappingpdfs.132293.pdf.task_1742_18_18,lepidotes,kota formation,t
1466902,overlappingpdfs.132227.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132227.pdf.task_583_7_7,ROCK_DOC_overlappingpdfs.132227.pdf.task_583_13_14,dinosauria,morrison formation,t
1499086,overlappingpdfs.138393.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138393.pdf.task_1179_21_21,ROCK_DOC_overlappingpdfs.138393.pdf.task_1179_4_5,chinlea,tecovas formation,t
1468678,overlappingpdfs.133045.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.133045.pdf.task_20_34_34,ROCK_DOC_overlappingpdfs.133045.pdf.task_20_26_28,scaphonyx,santa maria formation,t
1525030,overlappingpdfs.1375.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.1375.pdf.task_641_48_48,ROCK_DOC_overlappingpdfs.1375.pdf.task_641_10_10,zapalasaurus,rayoso formation,t
1522412,overlappingpdfs.132185.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132185.pdf.task_600_2_2,ROCK_DOC_overlappingpdfs.132185.pdf.task_600_11_11,camarasaurus,morrison formation,t
1493325,overlappingpdfs.132675.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132675.pdf.task_432_1_1,ROCK_DOC_overlappingpdfs.132675.pdf.task_432_12_12,titanosauridae,bauru group,t
1513565,overlappingpdfs.132302.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132302.pdf.task_1049_9_9,ROCK_DOC_overlappingpdfs.132302.pdf.task_1049_13_13,diplodocidae,morrison formation,t
1537540,overlappingpdfs.133080.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.133080.pdf.task_6_10_10,ROCK_DOC_overlappingpdfs.133080.pdf.task_6_18_18,araucarioxylon,chinle formation,t
1537354,overlappingpdfs.132458.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132458.pdf.task_573_35_36,ROCK_DOC_overlappingpdfs.132458.pdf.task_573_19_21,spalacolestes cretulablatta,cedar mountain formation,t
1491860,overlappingpdfs.138834.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138834.pdf.task_2088_21_21,ROCK_DOC_overlappingpdfs.138834.pdf.task_2088_7_7,mesosuchia,morrison formation,t
1536138,overlappingpdfs.136471.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.136471.pdf.task_616_15_15,ROCK_DOC_overlappingpdfs.136471.pdf.task_616_41_42,solenopora,steinvika limestone formation,t
1529469,overlappingpdfs.132202.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132202.pdf.task_38_20_20,ROCK_DOC_overlappingpdfs.132202.pdf.task_38_40_41,calosargus,karabastau formation,t
