id,docid,type,eid1,eid2,entity1,entity2,is_correct
1469344,overlappingpdfs.132965.pdf.task,FORMATION,ROCK_DOC_overlappingpdfs.132965.pdf.task_635_26_26,TIME_DOC_overlappingpdfs.132965.pdf.task_635_17_17,kuwajima formation,Neocomian|145.00000|130.00000,f
1497843,overlappingpdfs.132789.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132789.pdf.task_65_4_4,ROCK_DOC_overlappingpdfs.132789.pdf.task_65_9_9,platemys,london clay,f
1474984,overlappingpdfs.138707.pdf.task,FORMATION,ROCK_DOC_overlappingpdfs.138707.pdf.task_2588_9_9,TIME_DOC_overlappingpdfs.138707.pdf.task_2588_3_3,day formation,Hemingfordian|20.43000|15.97000,f
1511849,overlappingpdfs.133113.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.133113.pdf.task_41_0_0,ROCK_DOC_overlappingpdfs.133113.pdf.task_41_9_11,dastilbe,nova olinda member,f
1526367,overlappingpdfs.135414.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.135414.pdf.task_10_5_5,ROCK_DOC_overlappingpdfs.135414.pdf.task_10_25_25,champsosaurus,montana group,f
1467924,overlappingpdfs.1341.pdf.task,FORMATION,ROCK_DOC_overlappingpdfs.1341.pdf.task_47_41_41,TIME_DOC_overlappingpdfs.1341.pdf.task_47_43_43,marys formations,Miocene|23.03000|5.33300,f
1524362,overlappingpdfs.132304.pdf.task,FORMATION,ROCK_DOC_overlappingpdfs.132304.pdf.task_283_0_1,TIME_DOC_overlappingpdfs.132304.pdf.task_283_4_5,daohugou formation,Middle Jurassic|175.6000|161.2000,f
1456328,overlappingpdfs.130330.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.130330.pdf.task_200_2_2,ROCK_DOC_overlappingpdfs.130330.pdf.task_200_8_8,cunnolites,hofergraben member,f
1475562,overlappingpdfs.138707.pdf.task,FORMATION,ROCK_DOC_overlappingpdfs.138707.pdf.task_1920_7_7,TIME_DOC_overlappingpdfs.138707.pdf.task_1920_34_34,canyon member,Richmond|449.50000|445.60000,f
1485650,overlappingpdfs.138434.pdf.task,FORMATION,ROCK_DOC_overlappingpdfs.138434.pdf.task_1018_22_22,TIME_DOC_overlappingpdfs.138434.pdf.task_1018_51_51,solsville member,Devonian|419.20000|358.90000,f
1468706,overlappingpdfs.133045.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.133045.pdf.task_739_6_6,ROCK_DOC_overlappingpdfs.133045.pdf.task_739_11_11,reptilia,ischigualasto formation,f
1486316,overlappingpdfs.138755.pdf.task,FORMATION,ROCK_DOC_overlappingpdfs.138755.pdf.task_3896_3_3,TIME_DOC_overlappingpdfs.138755.pdf.task_3896_1_1,pamunkey group,Tertiary|66.00000|2.58800,f
1487515,overlappingpdfs.132367.pdf.task,FORMATION,ROCK_DOC_overlappingpdfs.132367.pdf.task_111_11_13,TIME_DOC_overlappingpdfs.132367.pdf.task_111_25_25,road canyon formation,Capitanian|265.10000|259.90000,f
1488976,overlappingpdfs.133099.pdf.task,FORMATION,ROCK_DOC_overlappingpdfs.133099.pdf.task_1297_8_9,TIME_DOC_overlappingpdfs.133099.pdf.task_1297_2_3,cow head group,Late Cambrian|501.0000|488.3000,f
1472397,overlappingpdfs.138438.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138438.pdf.task_304_44_44,ROCK_DOC_overlappingpdfs.138438.pdf.task_304_19_20,merriamoceros,barstow formation,f
1455163,overlappingpdfs.136070.pdf.task,FORMATION,ROCK_DOC_overlappingpdfs.136070.pdf.task_490_19_19,TIME_DOC_overlappingpdfs.136070.pdf.task_490_22_22,gower formation,Silurian|443.40000|419.20000,f
1452719,overlappingpdfs.132547.pdf.task,FORMATION,ROCK_DOC_overlappingpdfs.132547.pdf.task_132_7_7,TIME_DOC_overlappingpdfs.132547.pdf.task_132_6_6,limestone formation,Wenlock|433.40000|427.40000,f
1503043,overlappingpdfs.138519.pdf.task,FORMATION,ROCK_DOC_overlappingpdfs.138519.pdf.task_196_17_17,TIME_DOC_overlappingpdfs.138519.pdf.task_196_47_48,murphy member,Late Miocene|11.6080|5.3320,f
1485653,overlappingpdfs.133026.pdf.task,FORMATION,ROCK_DOC_overlappingpdfs.133026.pdf.task_21_13_15,TIME_DOC_overlappingpdfs.133026.pdf.task_21_17_17,antelope valley formation,Ordovician|485.40000|443.40000,f
1488678,overlappingpdfs.138168.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138168.pdf.task_1559_0_0,ROCK_DOC_overlappingpdfs.138168.pdf.task_1559_42_43,leptopleuron,lossiemouth beds formation,f
1518330,overlappingpdfs.132859.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132859.pdf.task_68_45_45,ROCK_DOC_overlappingpdfs.132859.pdf.task_68_24_24,habrosaurus,lance formation,f
1486091,overlappingpdfs.138658.pdf.task,FORMATION,ROCK_DOC_overlappingpdfs.138658.pdf.task_3034_12_13,TIME_DOC_overlappingpdfs.138658.pdf.task_3034_0_0,hamilton group,Pragian|410.80000|407.60000,f
1451258,overlappingpdfs.138365.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138365.pdf.task_577_17_17,ROCK_DOC_overlappingpdfs.138365.pdf.task_577_1_2,merychyus,rosebud formation formation,f
1513982,overlappingpdfs.132522.pdf.task,FORMATION,ROCK_DOC_overlappingpdfs.132522.pdf.task_32_49_49,TIME_DOC_overlappingpdfs.132522.pdf.task_32_19_19,changwu formation,Ashgill|449.50000|443.70000,f
1492546,overlappingpdfs.132663.pdf.task,FORMATION,ROCK_DOC_overlappingpdfs.132663.pdf.task_426_10_10,TIME_DOC_overlappingpdfs.132663.pdf.task_426_31_31,takena formation,Aptian|125.00000|113.00000,f
1522049,overlappingpdfs.131661.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.131661.pdf.task_427_11_11,ROCK_DOC_overlappingpdfs.131661.pdf.task_427_28_28,foraminifera,forteau formation,f
1514271,overlappingpdfs.132096.pdf.task,FORMATION,ROCK_DOC_overlappingpdfs.132096.pdf.task_574_23_23,TIME_DOC_overlappingpdfs.132096.pdf.task_574_29_29,khuff formation,Wordian|268.80000|265.10000,f
1500002,overlappingpdfs.138519.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138519.pdf.task_5367_38_38,ROCK_DOC_overlappingpdfs.138519.pdf.task_5367_16_16,dinohippus,east sand,f
1526762,overlappingpdfs.133108.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.133108.pdf.task_207_26_26,ROCK_DOC_overlappingpdfs.133108.pdf.task_207_32_33,eospirigerina,kulunbulak formation,f
1514103,overlappingpdfs.132777.pdf.task,FORMATION,ROCK_DOC_overlappingpdfs.132777.pdf.task_173_10_11,TIME_DOC_overlappingpdfs.132777.pdf.task_173_7_7,zheltyaki member,Volkhov|471.80000|468.10000,f
1534919,overlappingpdfs.138624.pdf.task,FORMATION,ROCK_DOC_overlappingpdfs.138624.pdf.task_3752_47_48,TIME_DOC_overlappingpdfs.138624.pdf.task_3752_51_51,norway point formation,Tioughniogan|391.8000|385.3000,f
1504153,overlappingpdfs.138519.pdf.task,FORMATION,ROCK_DOC_overlappingpdfs.138519.pdf.task_69_6_7,TIME_DOC_overlappingpdfs.138519.pdf.task_69_13_13,sheep creek formation,Hemingfordian|20.43000|15.97000,f
1487550,overlappingpdfs.130651.pdf.task,FORMATION,ROCK_DOC_overlappingpdfs.130651.pdf.task_787_23_24,TIME_DOC_overlappingpdfs.130651.pdf.task_787_22_22,doushantuo formation,Sinian|635.00000|541.00000,f
1487927,overlappingpdfs.132666.pdf.task,FORMATION,ROCK_DOC_overlappingpdfs.132666.pdf.task_838_11_11,TIME_DOC_overlappingpdfs.132666.pdf.task_838_8_8,chinle group,Carnian|237.00000|228.00000,f
1516007,overlappingpdfs.138424.pdf.task,FORMATION,ROCK_DOC_overlappingpdfs.138424.pdf.task_405_19_19,TIME_DOC_overlappingpdfs.138424.pdf.task_405_23_23,gashato formation,Paleocene|66.00000|56.00000,f
1482898,overlappingpdfs.138622.pdf.task,FORMATION,ROCK_DOC_overlappingpdfs.138622.pdf.task_1504_9_10,TIME_DOC_overlappingpdfs.138622.pdf.task_1504_21_21,john day formation,Arikareean|30.80000|20.43000,f
1470848,overlappingpdfs.132786.pdf.task,FORMATION,ROCK_DOC_overlappingpdfs.132786.pdf.task_68_27_28,TIME_DOC_overlappingpdfs.132786.pdf.task_68_20_20,rhenish main coal,Miocene|23.03000|5.33300,f
1482460,overlappingpdfs.132093.pdf.task,FORMATION,ROCK_DOC_overlappingpdfs.132093.pdf.task_1332_35_36,TIME_DOC_overlappingpdfs.132093.pdf.task_1332_47_47,virgin hills formation,Frasnian|382.70000|372.20000,f
1508036,overlappingpdfs.135620.pdf.task,FORMATION,ROCK_DOC_overlappingpdfs.135620.pdf.task_282_17_18,TIME_DOC_overlappingpdfs.135620.pdf.task_282_15_16,burgess shale,Middle Cambrian|513.0000|501.0000,f
1497489,overlappingpdfs.132577.pdf.task,FORMATION,ROCK_DOC_overlappingpdfs.132577.pdf.task_679_8_8,TIME_DOC_overlappingpdfs.132577.pdf.task_679_7_7,calvert formation,Miocene|23.03000|5.33300,f
1515870,overlappingpdfs.132707.pdf.task,FORMATION,ROCK_DOC_overlappingpdfs.132707.pdf.task_63_6_6,TIME_DOC_overlappingpdfs.132707.pdf.task_63_2_2,bastion formation,Cambrian|541.00000|485.40000,f
1526877,overlappingpdfs.133063.pdf.task,FORMATION,ROCK_DOC_overlappingpdfs.133063.pdf.task_2374_4_4,TIME_DOC_overlappingpdfs.133063.pdf.task_2374_3_3,balclatchie group,Ordovician|485.40000|443.40000,f
1467758,overlappingpdfs.1327.pdf.task,FORMATION,ROCK_DOC_overlappingpdfs.1327.pdf.task_95_5_6,TIME_DOC_overlappingpdfs.1327.pdf.task_95_24_24,anembalemba member,Maastrichtian|72.10000|66.00000,f
1485452,overlappingpdfs.138755.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138755.pdf.task_2218_8_8,ROCK_DOC_overlappingpdfs.138755.pdf.task_2218_19_19,pinna,monmouth group,f
